id,Title,Address,Phone,Email,Web,Schedule,About,Image,Reviews_number
1586,Orangetheory Midtown West,"321 West 37th St, New York, NY 10018",(646) 829-9330,NULL,orangetheoryfitness.com,"Mon 5:30 am - 9:15 pm;
Tue 5:30 am - 9:15 pm;
Wed Closed & Special hours;
Normally  & 5:30 am - 9:15 pm;
Thu Closed & Special hours;
Normally  & 5:30 am - 9:15 pm;
Fri Closed & Special hours;
Normally  & 5:30 am - 7:00 pm;
Sat Closed & Special hours;
Normally  & 7:30 am - 1:15 pm;
Sun Closed & Special hours;
Normally  & 8:30 am - 2:30 pm;
Wed  & 5/27/2020 Closed;
Thu  & 5/28/2020 Closed;
Fri  & 5/29/2020 Closed","Welcome to Orangetheory Fitness, the energizing group interval fitness concept that is sweeping the nation! Orangetheory Fitness is a one-of-a-kind workout broken into intervals of cardiovascular and strength training, using a variety of equipment including treadmills, rowing, TRX straps, and free weights to tone your body and gain energy throughout the day.
The physiological theory behind the Orangetheory workout is known as Excess Post-Exercise Oxygen Consumption, or EPOC. By providing you with a heart rate monitor and POD, we can monitor your 5 zone interval training sessions that we call the Orange 60. During the 60 minute workout, you will perform multiple intervals designed to produce12 minutes or more of training at 84% or higher of your maximum heart rate, which translates to Zones 4/5. This program design produces EPOC, which is the workout after-burn effect, meaning that our interval training design produces a 200-400 calorie increase to your metabolism 24-36 hours after your workout",https://house-fastly.us-east-1.ooyala.com/RpcDNkajE6guNGOCOKeTqxpTa4J04IkR/Ut_HKthATH4eww8X4xMDoxOjBhOzV3Va,52
1587,Archstone West 54th Gym,"505 W 54th St, Manhattan, NY 10019",(212) 706-7276,NULL,,,,https://s3-media0.fl.yelpcdn.com/bphoto/IaZvn5JyiLx00dJppOX1zw/l.jpg,1
1588,Bootcamp Republic,"10 Columbus Cir, New York, NY 10019",(646) 460-6787,NULL,bootcamprepublic.com,"Mon 6:00 am - 8:30 pm;
Tue 6:00 am - 8:30 pm;
Wed 6:00 am - 8:30 pm;
Thu 6:00 am - 8:30 pm;
Fri Closed;
Sat Closed;
Sun 10:00 am - 11:30 am","New York City's largest and best boot camp company.  Specializing in boot camp fitness, cardio to strength switching, which is most effective for weight loss, muscle toning, strengthening, increasing energy levels, increasing endurance and stamina, and cross training for events.We boot camp outdoors in the summer months and indoors in the winter months in unique, cool spaces throughout New York City.  We also have locations in Jersey City, NJ and Brooklyn, NY.Outdoor boot camps: Central Park, Hell's Kitchen, Chelsea Piers, Murray Hill, Madison Square Park, Union Square Park, Washington Square Park, Tompkins Square Park, Christopher Street Pier, Seward Park, Battery Park, Battery Park City, Jersey City, NJ, Brooklyn, NY Prospect Park, and Williamsburg McCarren ParkIndoor boot camps: Midtown East, Midtown West, Chelsea, Village/NOHO, SOHO/TriBeCa, Battery Park
We are the underground anti-gym and have grown word-of-mouth on the reputation of our service and our people. We are not a military style bootcamp - we are friendly and motivational",https://s3-media0.fl.yelpcdn.com/bphoto/4PvX99Qrs7SbxgHJE6K4wg/l.jpg,11
1589,Clockwork Jiu Jitsu,"650 Broadway, Fl 2, New York, NY 10012",(212) 675-0300,NULL,clockworkbjj.com,"Mon 7:00 am - 9:00 pm;
Tue 7:00 am - 9:00 pm;
Wed 7:00 am - 9:00 pm;
Thu 7:00 am - 9:00 pm;
Fri 7:00 am - 8:30 pm;
Sat 11:00 am - 2:30 pm;
Sun 11:00 am - 2:30 pm","At Clockwork Jiu Jitsu we want to pass on the many benefits of Brazilian Jiu Jitsu (BJJ) and Submission Grappling. We offer programs that help everyone from the total beginner to the advanced student looking to take their game to the next level.
Clockwork Jiu Jitsu was founded by Josh Griffiths in 2009 with the idea of making Brazilian Jiu Jitsu accessible to everyone with a desire to learn. Having had a strong background in Competition and tournaments, Josh wanted to pass on his knowledge but in a friendly and welcoming environment. The idea has come to fruition have taught hundreds of people the martial art of BJJ from the age of four to sixty two. Josh can be seen on the mats teaching and training everyday at noon and night",https://s3-media0.fl.yelpcdn.com/bphoto/mc0pQ9b8fmugb5vaZA7VPA/l.jpg,57
1590,305 Fitness,"12 E 14th St, New York, NY 10003",(917) 472-7205,NULL,305fitness.com,,,https://s3-media0.fl.yelpcdn.com/bphoto/3i4nbcbJvvhs63GSMy9GKw/l.jpg,1
1591,Hanson Fitness,"795 Broadway, Second Fl, New York, NY 10003",(212) 982-2233,NULL,hansonfitness.com,"Mon 6:00 am - 9:00 pm;
Tue 6:00 am - 9:00 pm;
Wed 6:00 am - 9:00 pm;
Thu 6:00 am - 9:00 pm;
Fri 6:00 am - 9:00 pm;
Sat Closed;
Sun 9:00 am - 2:00 pm","Hanson Fitness One-On-One Personal Training is a personal training studio serving SoHo, Union Square, and the West Village. Whatever your goals may be for your fitness journey, we develop the exercise program for your short term and long term objectives. We will motivate and educate you based on your personal needs and goals. Our highly trained and experienced staff of fitness professionals are continuously maintaining what is regarded as the newest and best in the fitness arena by continuing with educational courses and studies, and they are friendly, caring, considerate, and passionate about helping clients every step of the way. Our fees are competitive and our team of personal trainers are highly skilled with years of experience. If you do not like the feel of a large, traditional gym and want a top notch trainer, we would be a good fit for you.
Hanson Fitness was opened in 1985 with its first location in SOHO by Harry Hanson.  Now their are six locations in Manhattan and two personal training schools.  Hanson Fitness is designed to meet the clients goals and objectives no matter what they may be from weight loss, rehabilitation, and improving athletic performance.  The main focus of the Hanson Fitness System is education and motivation, technique in regards to functionality, and a healthy diet.  Hanson Fitness delivers a high end fitness service at a competitive rate.  Hanson Fitness Locations' main focus is personal training and not quota driven unlike commercial gyms.  When in a Hanson Fitness facility you do not have to worry about being sold on the floor for services instead you are immersed in a stress free private environment away from any annoyances.  Each location is nestled in a unique part of Manhattan with clean, beautiful facilities outfitted with the latest equipment to suit anyone from beginner to professional",https://s3-media0.fl.yelpcdn.com/bphoto/J5DK1LDA1w76wLTSp9CB4w/l.jpg,9
1592,BIA Force,"676 Broadway, New York, NY 10012",(646) 850-0336,NULL,biaforce.com,"Mon 6:30 am - 9:00 pm;
Tue 6:30 am - 9:00 pm;
Wed 6:30 am - 9:00 pm;
Thu 6:30 am - 9:00 pm;
Fri 6:30 am - 9:00 pm;
Sat 8:00 am - 2:00 pm;
Sun 8:00 am - 2:00 pm",,https://s3-media0.fl.yelpcdn.com/bphoto/QmSxCsQywNE8DyqyTM9Apg/l.jpg,6
1593,CityRow - Union Square,"80 Fifth Ave, Ste 1501, New York, NY 10011",(212) 242-4790,NULL,cityrow.com,"Mon 6:30 am - 9:00 pm;
Tue 6:00 am - 9:00 pm;
Wed 5:30 am - 9:00 pm;
Thu 6:30 am - 8:00 pm;
Fri 6:30 am - 8:00 pm;
Sat 7:30 am - 3:00 pm;
Sun 8:30 am - 6:00 pm","Where rowing meets strength training for the ultimate total body workout.
CITYROW launched in Manhattan's Union Square in January of 2014",https://s3-media0.fl.yelpcdn.com/bphoto/8apPD6vi8u5mwfjNB8T-Ng/l.jpg,239
1594,New York Health & Racquet Club,"24 E 13th St, New York, NY 10003",(212) 924-4600,NULL,nyhrc.com,"Mon 6:00 am - 11:00 pm;
Tue 6:00 am - 11:00 pm;
Wed 6:00 am - 11:00 pm;
Thu 6:00 am - 11:00 pm;
Fri 6:00 am - 11:00 pm;
Sat 8:00 am - 9:00 pm;
Sun 8:00 am - 9:00 pm","Take your workout to the next level with New York Health &amp; Racquet Club. Whether you're taking a class, working with a personal trainer, challenging yourself, or luxuriating in a sauna - NYHRC is the place for you.
Our founder's pain became your gain.Too many weights injured his back.Since that day, only well-being is welcome here.We're about people, not pressure.We help you live life in your own lane.Breathe deep, or breathe easy.Our training is personal.Our trainers are personable.We empower you throughencouragement, education, and expertise.After all, when you find your fit,you've found your home from home",https://secure-cf-c.ooyala.com/94YTJtNTE6mBg1RNHDBIddydf9YYPNpO/3Gduepif0T1UGY8H4xMDoxOjBhOzV3Va,50
1595,Equinox Bond Street - Temporarily Closed,"Zero Bond St, New York, NY 10012",(212) 419-3273,NULL,equinox.com,,"For more than 25 years, Equinox has consistently offered bespoke experiences and unparalleled services to consumers, developing a lifestyle brand that represents service, value, quality, expertise, innovation, attention to detail, market leadership and results.
Equinox operates 100 upscale, full-service clubs in New York, Los Angeles, San Francisco, Miami, Chicago, Boston, Dallas, Houston, Michigan, and Washington, DC, as well as international locations in London, Toronto, and Vancouver. The company offers an integrated selection of Equinox-branded programs, services and products, including strength and cardio training, studio classes, personal training, spa services and products, as well as apparel and food/juice bars. Launched in 2019, Equinox Hotels cater exclusively to the high-performance traveler to serve as the ultimate hotel destination with a 360-degree lifestyle experience. It's Not Fitness. It's Life",https://s3-media0.fl.yelpcdn.com/bphoto/zer9RbvY9GWxPFv404YuNQ/l.jpg,44
1597,Planet Fitness,"22 E 14th St, New York, NY 10003",(646) 755-6500,NULL,planetfitness.com,"Mon Open 24 hours;
Tue Open 24 hours;
Wed Open 24 hours;
Thu Open 24 hours;
Fri Thu - 10:00 pm;
Sat 7:00 am - 7:00 pm;
Sun 7:00 am - 7:00 pm","Whether you're a first-time gym user or a veteran member, we're here to provide a workout environment in which anyone - and everyone - can be comfortable.No matter what you're looking for in a gym, we've got a membership option made for you. All Planet Fitness members enjoy unlimited access to their home club and the support of our friendly, knowledgeable staff anytime you need it. PF Black Cardxc2xae members receive additional benefits, including the ability to bring a guest for free and access to any of our 1,800+ PF locations.Looking for a little extra guidance or inspiration to help you meet your fitness goals? As a PF member, you can take advantage of our free fitness training or find your motivation by reading real member experiences on Planet of Triumphs.It's our goal to provide a clean, safe, welcoming environment for anyone who walks through our door, and all the equipment, amenities and support you need once you're here.Welcome to Planet Fitness. The Judgement Free Zonexc2xae
",https://s3-media0.fl.yelpcdn.com/bphoto/GRx0eyOa5hJfDBMyxqIWZA/l.jpg,63
1598,Nimble Fitness,"42 E 12th St, New York, NY 10003",(212) 633-9030,NULL,nimblefitness.com,"Mon 6:00 am - 9:00 pm;
Tue 6:00 am - 9:00 pm;
Wed 6:00 am - 9:00 pm;
Thu 6:00 am - 9:00 pm;
Fri 6:00 am - 9:00 pm;
Sat 7:00 am - 3:00 pm;
Sun Closed","Professional complimentary comprehensive assessment. Nimble Fitness specializes in:*Assessment and postural alignment.*Functional strength and conditioning.*Older adult performance training.*Sports specific*Pre/Post rehabilitation / Injury prevention*Pre/Post pregnancy *Integrated training programs combining strength training, yoga and pilates.  *Holistic lifestyle coaching. (We have a monthly program designed to guide you toward looking and feeling your best!)*Studio and In-home training. *TRX and functional strength and conditioning classes.
Nimble Fitness opened its doors in 2006 in Manhattan's Union Square neighborhood. Nimble was created by two highly regarded health and fitness experts with a mission: to inspire people to live their best. In the 10 years since opening, founders Daniel Lucas and Keith Paine, along with their new partner Jason Pulido and their amazing staff, have built a space where people from all walks of life are given the tools and the environment to change their lives. They've serviced thousands of clients and recently opened an additional location in NYC's East Village.What separates Nimble from other training studios--and make going to Nimble very different from other gyms--is our twenty years experience, knowledgeable team, friendly environment and attention to the specific needs of you, the individual! We understand and practice a truly integrated approach to health and fitness!",https://s3-media0.fl.yelpcdn.com/bphoto/rD3lsNpFZ8xiRVvbHhxSFQ/l.jpg,30
1601,Dekhana Wellness,"51 St Nicholas Ave, Ste 2F, New York, NY 10026",(347) 481-7120,NULL,dekhanawellness.com,"Mon 6:00 am - 9:00 pm;
Tue 6:00 am - 9:00 pm;
Wed 6:00 am - 9:00 pm;
Thu 6:00 am - 9:00 pm;
Fri 6:00 am - 9:00 pm;
Sat 6:00 am - 9:00 pm;
Sun 6:00 am - 9:00 pm","Here at Dekhana Wellness, we use a holistic approach to assist people in getting healthier through exercise, nutrition and lifestyle habits. We approach each client individually when it comes to exercise, nutrition and lifestyle programs. We offer private training, semi-private training, in-home training, small group training, life coaching and nutrition advice using our primal pattern dieting approach. Our small group classes are different than what you're accustomed to. Each small group client receives an individualized exercise program based off of their assessment and goals.  You get the benefit of working out around others while completing your own unique program under the guidance of a skilled CHEK Practitioner. Schedule an appointment today for a class or assessment using our branded app. Don't wait to be the best you possible.
Dekhana Wellness started in the winter of 2015 with just private training and a few pieces of equipment and since then we have been able to offer small group training and tons of equipment including a full set of kettlebells, a weight rack with bumper plates, dumbbells, swiss balls and more",https://s3-media0.fl.yelpcdn.com/bphoto/DXkWnJvZa8FtrIXZpHjKJw/l.jpg,3
1602,Balanced Pilates,"220 St Nicholas Ave, New York, NY 10027",(646) 410-2649,NULL,balancedpilatesnyc.com,"Mon 7:00 am - 9:00 pm;
Tue 7:00 am - 9:00 pm;
Wed 7:00 am - 9:00 pm;
Thu 7:00 am - 9:00 pm;
Fri 7:00 am - 9:00 pm;
Sat 8:00 am - 4:00 pm;
Sun 8:00 am - 4:00 pm","Balanced Pilates NYC is located in West Harlem and Lower East Side. Both studios are equipped with state-of-the-art Balanced Body equipment. Pilates is a mind/body exercise system originally created by Joseph H. Pilates in the 1920's. Pilates uses equipment such as the Reformer and Springboard to guide and control the movements promoting alignment and lengthening throughout the body. The best thing about Pilates is that it works for everyone. Whether you are an athlete or dancer looking to supplement your training, a senior combating osteoporosis or just trying to achieve longer, leaner muscle definition, Pilates is for you. Sitting for hours a day at a computer? Pilates will help you build the muscles and flexibility to sit taller and stronger with better posture. Recovering from an injury? Pilates can be a very effective rehabilitation tool. Are you Pre-Natal or Post-Natal? Pilates can help you stay in shape during your pregnancy and recover faster after. No matter your age or fitness level, Pilates can help you live a more balanced life.
Balanced Pilates opened its first West Harlem location in November of 2013.  In May of 2015, we are happy to announce the opening of our second location in Lower East Side",https://s3-media0.fl.yelpcdn.com/bphoto/a-SffZGBvwWyhI2m4MDTjw/l.jpg,15
1603,GS Fitness Bootcamp,"520 8th Ave, Fl 16, New York, NY 10018",(646) 389-3663,NULL,gsfitness.net,"Mon 6:00 pm - 7:00 pm;
Tue Closed;
Wed 6:00 pm - 7:00 pm;
Thu Closed;
Fri 6:00 pm - 7:00 pm;
Sat 9:30 am - 10:30 am;
Sun Closed","GS Fitness Bootcamp gives New Yorkers a good reason to have a great time getting sweaty, grimy and sore.  We know fitness and we know how to get you the results you want.  We help you feel more energetic, tone up, lose the unwanted pounds and get into the greatest shape of your life. Take attentive knowledgeable certified trainers, challenging and effective workouts, group settings that are fun, supportive and motivating, throw in the rewarding feeling of achievement and you have the makings of what our bootcamp is all about.
Gary Settles (Owner of GS Fitness &amp; GS Fitness Bootcamp) worked out for years and then migrated from working the corporate 9 to 5 life to become a personal trainer in 2007.  After becoming a client of a personal trainer in the 90s, he became inspired to share the benefits of fitness with others.  In 2009 he started leading group fitness classes and witnessed the motivating camraderie that develops among clients when working out in a group setting.  Upon receiving positive feedback from clients happy with the results they were seeing on their bodies, he formed GS Fitness Bootcamp with the help of other knowledgeable, accomplished and well regarded trainers",https://s3-media0.fl.yelpcdn.com/bphoto/2ZTP-tEFR5MAaiFuHfIJJQ/l.jpg,6
1605,Harlem Branch YMCA,"180 W 135th St, New York, NY 10030",(212) 912-2100,NULL,ymcanyc.org/harlem,"Mon 5:30 am - 11:00 pm;
Tue 5:30 am - 11:00 pm;
Wed 5:30 am - 11:00 pm;
Thu 5:30 am - 11:00 pm;
Fri 5:30 am - 11:00 pm;
Sat 6:00 am - 8:00 pm;
Sun 8:00 am - 8:00 pm","Get into the groove in the neighborhood known for its historic (and influential) beats. A significant landmark of New York City culture, the Harlem YMCA is sometimes referred to as the living room of the Harlem Renaissance, as it is located in the heart of a rich, diverse cultural, literary, and artistic community. Harlem YMCA has 86, non smoking, newly refurbished state of the art rooms with daily housekeeping. Each guest is able take advantage of state of the art cardio equipment, weight room and large pool. We also offer our guest a chance to sign up for different classes from spin, aqua aerobics, palates and many more, free of charge.   Harlem YMCA offers a wide range of services to make your stay as enjoyable and comfortable as possible. Laptop crashed before that big presentation use are computer lab to research and print. Need a place to meet? We have multiple meeting spaces that we can provide you and your group.
A significant landmark of New York City African-American culture, the Harlem YMCA is sometimes referred to as the living room of the Harlem Renaissance. Established in 1901, the Harlem YMCA has remained a cultural steward of Northern Manhattan and continues to serve the area's multicultural neighborhoods and communities with innovative programs and services that meet the unique needs of the individuals and families that call Harlem home.In 1971, financial consultant Dr. Leo B. Marsh initiated the Black Achievers program we know today: a volunteer adult mentoring model that helps youth to raise their academic standards and develop a positive sense of self. The program later expanded to support all teens of color.In April 2012, the Harlem Y won the prestigious American Dreamer Award in the Community Builder category from the NYC Mayor's Office of Immigrant Affairs (MOIA) for its work with immigrant New Yorkers through the Harlem YMCA New Americans Welcome Center",https://s3-media0.fl.yelpcdn.com/bphoto/CiZ8YiI899j1bMJ2Viqhsg/l.jpg,34
1606,Hansborough Recreation Center - NYC Parks Dept.,"35 W 134th St, New York, NY 10037",(212) 234-9603,NULL,nycgovparks.org/sub_things_to_…,"Mon 6:30 am - 9:00 pm;
Tue 6:30 am - 9:00 pm;
Wed 6:30 am - 9:00 pm;
Thu 6:30 am - 9:00 pm;
Fri 6:30 am - 9:00 pm;
Sat 8:30 am - 4:30 pm;
Sun Closed",,https://s3-media0.fl.yelpcdn.com/bphoto/ppx0QAVSXkN6_6pkqsl5ag/l.jpg,14
1607,JTW Fit,"2235 Adam Clayton Powell Jr Blvd, New York, NY 10027",(203) 936-8326,NULL,getjtwfit.com,"Mon 6:00 am - 8:00 pm;
Tue 6:00 am - 8:00 pm;
Wed 6:00 am - 8:00 pm;
Thu 6:00 am - 8:00 pm;
Fri 6:00 am - 8:00 pm;
Sat 8:00 am - 12:00 pm;
Sun Closed","Our gym specializes in providing personal training, group fitness, and boxing classes at an affordable rate to help you reach your personal health goals.
JTW FIT started as group workouts in public parks to using various rental options around the city for classes. After 6 years of work to secure their own location, JTW FIT now has a brand new facility in Central Harlem",https://s3-media0.fl.yelpcdn.com/bphoto/06IA0K-bklCwVslsUxZahw/l.jpg,18
1608,"Benswic, Inc","2473 Frederick Douglass, Blvd Fl 1, New York, NY 10027",(917) 659-3549,NULL,benswic.com,"Mon 6:00 am - 8:00 pm;
Tue 6:00 am - 8:00 pm;
Wed 6:00 am - 8:00 pm;
Thu 6:00 am - 8:00 pm;
Fri 6:00 am - 8:00 pm;
Sat 8:00 am - 2:00 pm;
Sun 8:00 am - 2:00 pm","We specialize in Athletic-Base Training, developing your mobility, functional, agility, flexibility and core training for Kids to Adults.Regardless of your level of athletic experience or abilities, we have a training format that fits you. Our training process allows each to ascend to the next level through increased confidence with improved overall fitness. We offer multiple settings for your or your child to achieve their goals including classes, semi-private and private sessions. Private training is the best &amp; fastest way to achieve results with personalized attention. We hold Indoor Soccer for kids ages 6 and under.
Benswic, Inc. was developed September 2016. It started out as a self business by name of William Marshall. Who only had 2 clients back in 2014 and 4 runners to form up his first youth club. Since then, it's grown to a large amount youth runners with coaching staff on board; serving after school programs to schools; provides summer camps and has a Studio Space of it's own!",https://s3-media0.fl.yelpcdn.com/bphoto/ngRjyTIXxAwiEDsZ9k8jOw/l.jpg,7
1609,Manhattan Plaza Health Club,"482 W 43rd St, New York, NY 10036",(212) 563-7001,NULL,mphc.com,"Mon 6:00 am - 11:00 pm;
Tue 6:00 am - 11:00 pm;
Wed 6:00 am - 11:00 pm;
Thu 6:00 am - 11:00 pm;
Fri 6:00 am - 11:00 pm;
Sat 8:00 am - 9:00 pm;
Sun 8:00 am - 9:00 pm","Celebrating over 30 years, Manhattan Plaza Health Club (MPHC) opened its doors in 1978 primarily as a resident swim club with a small fitness component. The secret quickly got out and people began flocking to our world-class atrium pool. Since that time MPHC has grown to a 35,000 sq. ft. complex housing everything from rock climbing &amp; spinning to pilates &amp; scuba-diving. MPHC has built its reputation on being an affordable place in the community where people from all walks of life can go to maintain their health &amp; wellness. Our philosophy has always been simple your fitness community.
Celebrating over 30 years, Manhattan Plaza Health Club (MPHC) opened its doors in 1978 primarily as a resident swim club with a small fitness component. The secret quickly got out and people began flocking to our world-class atrium pool. Since that time MPHC has grown to a 35,000 sq. ft. complex housing everything from rock climbing &amp; spinning to pilates &amp; scuba-diving. MPHC has built its reputation on being an affordable place in the community where people from all walks of life can go to maintain their health &amp; wellness. Our philosophy has always been simple, Your Fitness Community",https://s3-media0.fl.yelpcdn.com/bphoto/I_fkflgvobMLdYdwFgbZlw/l.jpg,166
1610,Hearst Tower The Club,"300 W 57th St, New York, NY 10019",,NULL,,,,https://s3-media0.fl.yelpcdn.com/bphoto/SJFxkh_qOHB1_QuGhOG1mw/l.jpg,2
1611,TITLE Boxing Club,"455 W 37th, New York, NY 10018",(212) 564-1700,NULL,titleboxingclub.com/nyc-midtow…,"Mon 5:30 am - 10:00 pm;
Tue 5:30 am - 10:00 pm;
Wed 5:30 am - 10:00 pm;
Thu 5:30 am - 10:00 pm;
Fri 5:30 am - 9:00 pm;
Sat 8:30 am - 3:00 pm;
Sun 9:30 am - 3:00 pm",,https://s3-media0.fl.yelpcdn.com/bphoto/kWn_ZzqZaTYIMBpi0JwMMA/l.jpg,110
1615,Mercedes Club,"550 W 54th St, New York, NY 10019",(929) 220-3958,NULL,themercedesclub.com,"Mon 5:30 am - 11:00 pm;
Tue 5:30 am - 11:00 pm;
Wed 5:30 am - 11:00 pm;
Thu 5:30 am - 11:00 pm;
Fri 5:30 am - 10:00 pm;
Sat 7:00 am - 9:00 pm;
Sun 8:00 am - 9:00 pm","Mercedes Club is a destination health club and fitness community in Hell's Kitchen, combining 75 weekly classes, professional staff and upscale amenities. Mercedes Club boasts gorgeous all-day natural light and incredible outdoor spaces, making it as unique and beautiful as its Members.
Mercedes Club was established as a luxury lifestyle and recreational space for the residents of the adjoining Mercedes House. Now, open to the public, Mercedes Club attracts professionals and fitness enthusiasts who live and work in the Hell's Kitchen, Upper West Side and Chelsea neighborhoods",https://secure-cf-c.ooyala.com/tmYmh0MDE6RjRfDab1p14YFyyAPF-dVR/Ut_HKthATH4eww8X4xMDoxOjBhOzV3Va,147
1616,Mid City Gym,"345 W 42nd St, New York, NY 10036",(212) 757-0850,NULL,midcitygym.com/?p=locations-42…,"Mon 5:00 am - 11:00 pm;
Tue 5:00 am - 11:00 pm;
Wed 5:00 am - 11:00 pm;
Thu 5:00 am - 11:00 pm;
Fri 5:00 am - 11:00 pm;
Sat 8:00 am - 8:00 pm;
Sun 8:00 am - 8:00 pm","No nonsense workouts and personal training, Mid City Gym and Tanning is the Longest Running Gym in the Country! We are fully equipped with the latest strength, cardio, and functional training equipment. Working with a personal trainer has never been more affordable (membership is free if you work with a trainer on a monthly basis). Our tanning rates are the best in the city. We are your one-stop-shop for everything fitness including the new Stretch Zone, juice bar, and sports drinks. Come check us out and you'll see why we're the Longest Running Gym in the Country - family owned and operated since 1962!
We are the Longest Running Gym in the Country!",https://s3-media0.fl.yelpcdn.com/bphoto/QOFAqlOj1e_YVpwRlBGKqQ/l.jpg,169
1617,New York Underground Fitness,"440 W 57th St, New York, NY 10019",(212) 957-4781,NULL,nyundergroundfitness.com,"Mon 6:00 am - 10:00 pm;
Tue 6:00 am - 10:00 pm;
Wed 6:00 am - 10:00 pm;
Thu 6:00 am - 10:00 pm;
Fri 6:00 am - 9:00 pm;
Sat 8:00 am - 6:00 pm;
Sun 8:00 am - 6:00 pm","Welcome to New York Underground Fitness, where you don't have to compromise friendliness for intensity ...
With over 15 years of experience in the health and fitness industry, both as a personal trainer, and club manager, owner Eric Slayton utilizes his knowledge, and sensitivity of what both trainers, and members want/need in order to have a successful gym experience.Here at New York Underground Fitness you finally have a place that encourages a 'no nonsense, all business' approach towards exercise... While maintaining a 'comfortable and friendly' environment that caters to people of all levels of fitness... Always clean and aesthetically pleasing.Now 'Everyone' has a health and fitness home with the best of both worlds",https://s3-media0.fl.yelpcdn.com/bphoto/GaoL3R461GQb-pRNUwNNQA/l.jpg,28
1618,Renee Kroeker Private Yoga,"Staten Island, NY 10314",(646) 285-8310,NULL,reneekroekerprivateyoga.square…,"Mon 6:00 am - 9:00 pm;
Tue 6:00 am - 9:00 pm;
Wed 6:00 am - 9:00 pm;
Thu 6:00 am - 9:00 pm;
Fri 6:00 am - 9:00 pm;
Sat 2:00 pm - 9:00 pm;
Sun 2:00 pm - 9:00 pm","RKPY is a therapeutic yoga practice that promotes well-being in the comfort and privacy of your own home. Basic level, gentle and restorative instruction during a weekly appointment that meets your scheduling needs.
RKPY was created as a result of repeatedly hearing friends and family members say things like xe2x80x9cIxe2x80x99d like to try yoga, but Ixe2x80x99m afraid to go to a class. I donxe2x80x99t think I would fit in.xe2x80x9d RKPY travels to your home, teaches gentle, personalized and private instruction, without the distractions of other students and with the  focus of the sessions being entirely on meeting your yoga practice needs",https://s3-media0.fl.yelpcdn.com/bphoto/_M7_WhD_iIX7qWOgTWY93g/l.jpg,0
1619,Crunch Fitness - Staten Island,"364 Bay St, Staten Island, NY 10301",(718) 816-7800,NULL,crunch.com,,"At Crunch Staten Island, there are no judgments. No too much or not enough. No glares of disapproval. Here, we keep open minds. We are nurturers, seeking only to encourage, empower, and entertain. We know that when it comes to fitness, there is no one type, no one reason, and no one way. We're a diverse community working together to create a culture of fun where there's room for everyone. No matter who you are, we're excited to help you reach your goals, and we just know that here in our clean, open space complete with real weights, tons of cardio, a Pilates studio, group fitness classes, world-class personal trainers, and more, you'll have no trouble doing just that.
Of all the great histories of all the great health clubs, Crunch's begins rather inauspiciously: in a basement level aerobics studio in New York City's East Village circa 1989. This, our first location, had no locker rooms, the air conditioning didn't work and after hours break-ins were perennial events. However, while we lacked the resources to equip the gym with some basic amenities and strong locks we were on an important mission - to make exercise fun. And, accomplishing this mission meant doing away with traditional notions of what a 'serious' workout should be. What we did was invite a highly creative group of fitness instructors with a wide range of expertise to collaborate with us. The result was the development of challenging programming with a completely fresh slant. Offerings like Hip-Hop Aerobics, Co-Ed Action Wrestling and Cyked Yoga Cycling were introduced and, along with others, became the embodiment of this new approach",https://secure-cf-c.ooyala.com/BtZTBoMzE6-7-rO4LzNiXBaphqnumP1p/Ut_HKthATH4eww8X4xMDoxOjBhOzV3Va,45
1620,Demarco's Boxing Gym,"140 Main St, Staten Island, NY 10309",(718) 227-2013,NULL,demarcosboxingclub.com,"Mon 9:00 am - 9:00 pm;
Tue 9:00 am - 9:00 pm;
Wed 9:00 am - 9:00 pm;
Thu 9:00 am - 9:00 pm;
Fri 9:00 am - 7:00 pm;
Sat 9:00 am - 12:00 pm;
Sun Closed","Nobody said training for the sport of boxing is easy! If it were, it wouldnt be effective. But, Demarcos Boxing Gym succeeds where traditional gyms fail, because we make training fun. When you enjoy what you are doing, reaching goals will always seem easier. The time, calories and stress of your day disappear, round-by-round. After an hour, you will leave physically exhausted but mentally refreshed.Forget running on a machine. Forget Simon-Says aerobics classes. Forget monotonous free-weights and machines. And forget the fashion-show drama of the franchise gyms where they have more mirrors than members. We will train your mind, your reflexes, and your muscles to be fit and fast. A trim physique and self-confidence are inevitable side effects of a balanced workout.
There is a stigma regarding boxing that we are doing our part to eliminate. Boxing is so much more than learning to hurt someone and it is nothing about the glamorization of violence. Sure, some of our members and many of our trainers have been in the ring on a competitive level, but these folks are exceptions to the rule in modern boxing facilities such as ours. AND, unless we told you who they were, you would never know. They are the nicest folks around and they truly love their sport. The majority of our members hold day jobs or go to school and do not come to the gym to be hit in the face! We have white-collar members, blue-collar members, teachers and homemakers among our ranks. We also train teenagers and children as young as 5 years old. We firmly believe that anyone can benefit from a boxing workout",https://s3-media0.fl.yelpcdn.com/bphoto/51JHEIp9T6ksEgQLFWZ6Nw/l.jpg,6
